entry_i,entry,stop,atr_entry,d,sig_i,exit_i,exit,reason,gross_pips,net_pips,year
36217,152.897,152.74458511707957,0.15241488292041394,2025-10-27,36216,36224,152.74458511707957,stop,-15.241488292042504,-16.141488292042503,2025
36283,152.83399999999997,152.5517348126833,0.2822651873166865,2025-10-29,36282,36288,152.5517348126833,stop,-28.226518731668193,-29.12651873166819,2025
36292,152.969,152.65354271092832,0.3154572890716671,2025-10-30,36291,36313,153.73270250410062,stop,76.37025041006211,75.4702504100621,2025
36361,154.349,154.23221196668663,0.116788033313348,2025-11-04,36360,36362,154.23221196668663,stop,-11.67880333133553,-12.57880333133553,2025
36457,153.862,153.6487020530426,0.21329794695738385,2025-11-10,36456,36493,153.9617730843031,stop,9.977308430310927,9.077308430310927,2025
36509,154.75,154.5883877676266,0.16161223237339453,2025-11-12,36508,36510,154.5883877676266,stop,-16.161223237338618,-17.061223237338616,2025
36580,154.726,154.55254218824263,0.17345781175738123,2025-11-17,36579,36604,154.9029942734165,stop,17.69942734165113,16.799427341651132,2025
36634,155.963,155.7801253136849,0.1828746863150961,2025-11-19,36633,36676,157.18632068814838,stop,122.33206881483909,121.43206881483908,2025
36793,156.456,156.30689570509915,0.14910429490085056,2025-11-28,36792,36794,156.30689570509915,stop,-14.910429490083743,-15.810429490083743,2025
36849,156.00099999999998,155.83139524042966,0.1696047595703087,2025-12-02,36848,36855,155.83139524042966,stop,-16.960475957031917,-17.860475957031916,2025
36946,155.48399999999998,155.3234323861286,0.16056761387140414,2025-12-08,36945,36994,156.77,time,128.60000000000298,127.70000000000297,2025
37109,155.14499999999998,154.92859235600503,0.2164076439949685,2025-12-17,37108,37141,155.4391847274774,stop,29.418472747741475,28.518472747741477,2025
37156,155.88199999999998,155.68440826038056,0.19759173961941554,2025-12-19,37155,37189,157.1920020358891,stop,131.0002035889113,130.10020358891128,2025
37273,156.414,156.29321458761802,0.1207854123819766,2025-12-26,37272,37274,156.28,stop,-13.399999999998613,-14.299999999998613,2025
