entry_i,entry,stop,atr_entry,d,sig_i,exit_i,exit,reason,gross_pips,net_pips,year
13475,115.285,115.16698207659675,0.11801792340324817,2022-03-02,13474,13506,115.4903146379265,stop,20.531463792650584,19.631463792650585,2022
13561,115.454,115.33055965143218,0.12344034856780883,2022-03-08,13560,13598,115.58600001526732,stop,13.200001526732308,12.300001526732308,2022
13609,115.976,115.86360024154044,0.11239975845956225,2022-03-10,13608,13616,115.86954805960877,stop,-10.64519403912243,-11.54519403912243,2022
13633,116.327,116.20983452488476,0.11716547511524607,2022-03-11,13632,13681,118.324,time,199.7,198.79999999999998,2022
13705,118.894,118.71843388689247,0.17556611310753636,2022-03-17,13704,13707,118.71843388689247,stop,-17.556611310753567,-18.456611310753566,2022
13739,119.083,118.94968202820549,0.13331797179451257,2022-03-18,13738,13763,119.1385422698637,stop,5.554226986370736,4.654226986370736,2022
13770,119.379,119.27200421349818,0.10699578650182721,2022-03-21,13769,13788,120.39959344174522,stop,102.05934417452198,101.15934417452198,2022
13830,121.447,121.286920515763,0.1600794842370008,2022-03-24,13829,13849,121.85788283815259,stop,41.08828381525882,40.18828381525882,2022
13874,122.979,122.7477889882923,0.23121101170770003,2022-03-28,13873,13882,123.91567839162693,stop,93.6678391626927,92.7678391626927,2022
13971,122.663,122.39062047133142,0.2723795286685839,2022-04-01,13970,13973,122.39062047133142,stop,-27.237952866857995,-28.137952866857994,2022
14024,122.914,122.74732994748985,0.16667005251016068,2022-04-05,14023,14025,122.74732994748985,stop,-16.66700525101561,-17.56700525101561,2022
14041,123.839,123.66866848311524,0.170331516884757,2022-04-06,14040,14042,123.66866848311524,stop,-17.03315168847581,-17.93315168847581,2022
14087,124.136,123.99873794628556,0.1372620537144346,2022-04-07,14086,14088,123.99873794628556,stop,-13.726205371443712,-14.626205371443712,2022
14101,124.405,124.26864838599211,0.13635161400789567,2022-04-08,14100,14103,124.26864838599211,stop,-13.635161400789286,-14.535161400789287,2022
14114,124.759,124.6114297925543,0.147570207445703,2022-04-11,14113,14136,125.25079142540663,stop,49.17914254066318,48.27914254066318,2022
14167,126.14,125.93889612965762,0.2011038703423747,2022-04-13,14166,14171,125.93889612965762,stop,-20.11038703423793,-21.01038703423793,2022
14209,126.313,126.13000778763907,0.1829922123609271,2022-04-15,14208,14227,126.32521113371482,stop,1.2211133714814082,0.32111337148140806,2022
14233,126.57000000000001,126.449777040736,0.12022295926401314,2022-04-18,14232,14234,126.449777040736,stop,-12.022295926401227,-12.922295926401228,2022
14257,127.318,127.17477272482716,0.14322727517283856,2022-04-19,14256,14283,128.4514411472871,stop,113.34411472871153,112.44411472871153,2022
14344,128.795,128.4866228150027,0.30837718499727906,2022-04-22,14343,14345,128.4866228150027,stop,-30.83771849972834,-31.737718499728338,2022
14414,128.136,127.88657050321108,0.24942949678892634,2022-04-27,14413,14453,130.417115358076,stop,228.11153580759935,227.21153580759935,2022
14539,128.789,128.54098255707189,0.24801744292811392,2022-05-04,14538,14587,130.542,time,175.30000000000143,174.40000000000143,2022
14593,130.855,130.65688242503953,0.19811757496046709,2022-05-09,14592,14604,130.7065614765373,stop,-14.843852346268704,-15.743852346268705,2022
14665,129.48999999999998,129.26963842466682,0.22036157533316486,2022-05-16,14664,14666,129.098,stop,-39.19999999999675,-40.09999999999675,2022
14702,129.59799999999998,129.38461967317764,0.21338032682235955,2022-05-17,14701,14703,129.291,stop,-30.699999999998795,-31.599999999998793,2022
14786,127.969,127.7626290656023,0.20637093439769588,2022-05-24,14785,14787,127.7626290656023,stop,-20.63709343976967,-21.53709343976967,2022
14833,127.459,127.26466132501153,0.19433867498846835,2022-05-26,14832,14838,127.26466132501153,stop,-19.433867498847235,-20.333867498847233,2022
14881,127.063,126.91048675220972,0.1525132477902808,2022-05-30,14880,14910,127.76449991398049,stop,70.14999139804843,69.24999139804842,2022
14929,128.92299999999997,128.73200650253793,0.19099349746204006,2022-06-01,14928,14961,129.70494486138875,stop,78.194486138878,77.294486138878,2022
14977,130.83599999999998,130.63494324622584,0.20105675377414484,2022-06-06,14976,14978,130.588,stop,-24.799999999999045,-25.699999999999044,2022
15001,132.23299999999998,132.02828011650197,0.20471988349801426,2022-06-07,15000,15049,134.353,time,212.0000000000033,211.1000000000033,2022
15097,134.969,134.72515129703794,0.2438487029620461,2022-06-13,15096,15098,134.72515129703794,stop,-24.384870296205463,-25.28487029620546,2022
15139,135.253,134.94164346200432,0.3113565379956749,2022-06-14,15138,15144,134.94164346200432,stop,-31.1356537995664,-32.0356537995664,2022
15202,134.78199999999998,134.2100723134428,0.57192768655719,2022-06-17,15201,15250,135.801,time,101.90000000000055,101.00000000000054,2022
15348,135.444,135.21812919792612,0.22587080207386026,2022-06-27,15347,15349,135.21812919792612,stop,-22.58708020738709,-23.487080207387088,2022
15361,135.452,135.2651467966226,0.1868532033774224,2022-06-28,15360,15362,135.155,stop,-29.699999999999704,-30.599999999999703,2022
15394,136.528,136.29210429117546,0.23589570882454058,2022-06-29,15393,15413,136.41539155999462,stop,-11.260844000537418,-12.160844000537418,2022
15481,136.05499999999998,135.86993106196132,0.18506893803865943,2022-07-05,15480,15488,135.86993106196132,stop,-18.50689380386541,-19.406893803865408,2022
15536,136.13799999999998,135.884199998369,0.2538000016309585,2022-07-07,15535,15538,135.884199998369,stop,-25.380000163096383,-26.280000163096382,2022
15565,136.432,136.15210702828568,0.2798929717143136,2022-07-08,15564,15566,136.15210702828568,stop,-27.989297171430394,-28.889297171430393,2022
15578,137.11399999999998,136.8656834870398,0.2483165129601688,2022-07-11,15577,15583,136.8656834870398,stop,-24.8316512960173,-25.731651296017297,2022
15637,137.59099999999998,137.37374726972354,0.2172527302764551,2022-07-13,15636,15638,137.37374726972354,stop,-21.72527302764422,-22.62527302764422,2022
15649,137.92299999999997,137.69347151985517,0.2295284801447944,2022-07-14,15648,15678,138.68425060483673,stop,76.12506048367607,75.22506048367606,2022
15768,138.426,138.26820843925543,0.1577915607445624,2022-07-21,15767,15769,138.26820843925543,stop,-15.779156074455614,-16.679156074455612,2022
15851,136.653,136.47032459116525,0.18267540883473843,2022-07-26,15850,15852,136.47032459116525,stop,-18.267540883474,-19.167540883473997,2022
15865,137.07299999999998,136.89198215131532,0.1810178486846664,2022-07-27,15864,15867,136.89198215131532,stop,-18.101784868466098,-19.001784868466096,2022
15984,133.35,132.97555349804,0.37444650196000645,2022-08-03,15983,15987,132.97555349804,stop,-37.44465019599943,-38.34465019599943,2022
16045,134.682,134.28730139910104,0.3946986008989377,2022-08-05,16044,16067,134.71868196671346,stop,3.6681966713473457,2.7681966713473454,2022
16105,135.224,135.05761080893546,0.16638919106451097,2022-08-10,16104,16106,135.055,stop,-16.899999999998272,-17.79999999999827,2022
16153,133.278,132.99056024833226,0.2874397516677395,2022-08-12,16152,16176,133.26096503348464,stop,-1.7034966515353744,-2.603496651535375,2022
16208,133.67299999999997,133.4643497033507,0.20865029664926577,2022-08-16,16207,16224,134.12606923481096,stop,45.30692348109824,44.40692348109824,2022
16232,134.802,134.58995758268222,0.21204241731776236,2022-08-17,16231,16248,134.82917728214977,stop,2.7177282149779103,1.8177282149779102,2022
16265,135.648,135.3882112948195,0.25978870518047853,2022-08-18,16264,16303,136.81377201359481,stop,116.57720135948182,115.67720135948181,2022
16321,137.253,137.03246363634003,0.2205363636599503,2022-08-23,16320,16333,137.03246363634003,stop,-22.053636365996,-22.953636365995997,2022
16407,137.30599999999998,137.02685268183802,0.2791473181619662,2022-08-26,16406,16444,138.380256353121,stop,107.42563531210294,106.52563531210293,2022
16455,138.897,138.6378802237379,0.259119776262071,2022-08-30,16454,16458,138.6378802237379,stop,-25.911977626208227,-26.811977626208225,2022
16486,139.077,138.86777815059665,0.20922184940335703,2022-08-31,16485,16525,139.99828874263443,stop,92.1288742634431,91.22887426344309,2022
16565,140.93099999999998,140.7763400514146,0.1546599485853928,2022-09-06,16564,16601,143.90953570783483,stop,297.8535707834851,296.95357078348513,2022
16693,144.416,143.97599682479756,0.4400031752024357,2022-09-13,16692,16694,143.97599682479756,stop,-44.00031752024347,-44.90031752024347,2022
16809,143.66799999999998,143.4775531964807,0.19044680351927973,2022-09-20,16808,16811,143.4775531964807,stop,-19.044680351927923,-19.94468035192792,2022
16829,144.027,143.85325768915106,0.1737423108489206,2022-09-21,16828,16830,143.85325768915106,stop,-17.374231084892244,-18.274231084892243,2022
16851,144.56799999999998,144.1530623029568,0.41493769704316136,2022-09-22,16850,16856,144.1530623029568,stop,-41.493769704317174,-42.39376970431717,2022
16897,143.802,143.45880158268847,0.34319841731151335,2022-09-26,16896,16945,144.697,time,89.50000000000102,88.60000000000102,2022
17017,144.78799999999998,144.63522675896624,0.15277324103375364,2022-10-03,17016,17021,144.77673932559827,stop,-1.1260674401711412,-2.0260674401711416,2022
17102,144.78699999999998,144.63101849527172,0.1559815047282711,2022-10-06,17101,17124,144.63101849527172,stop,-15.598150472825978,-16.498150472825976,2022
17137,145.5,145.34649170616885,0.1535082938311474,2022-10-10,17136,17138,145.34649170616885,stop,-15.350829383115183,-16.25082938311518,2022
17165,145.78799999999998,145.66603912997704,0.1219608700229383,2022-10-11,17164,17166,145.66603912997704,stop,-12.196087002294576,-13.096087002294576,2022
17185,146.135,145.97036907469757,0.1646309253024151,2022-10-12,17184,17221,146.73905546839396,stop,60.40554683939661,59.50554683939661,2022
17241,147.694,147.48364232676457,0.21035767323542504,2022-10-14,17240,17289,148.57913925194956,stop,88.51392519495676,87.61392519495675,2022
17310,149.30499999999998,149.161679374281,0.14332062571899423,2022-10-19,17309,17339,149.6805138197835,stop,37.55138197835208,36.651381978352084,2022
17356,150.368,150.2302575598128,0.13774244018720014,2022-10-21,17355,17365,151.13418568560255,stop,76.61856856025508,75.71856856025508,2022
17480,147.081,146.69954789253904,0.3814521074609451,2022-10-28,17479,17522,148.13207511841063,stop,105.10751184106368,104.20751184106368,2022
17576,147.90599999999998,147.5663200859529,0.33967991404707404,2022-11-03,17575,17598,147.6833048149682,stop,-22.269518503176755,-23.169518503176754,2022
17821,140.314,139.94744764913702,0.36655235086297244,2022-11-17,17820,17834,139.94744764913702,stop,-36.655235086297466,-37.555235086297465,2022
17861,140.444,140.223505216057,0.22049478394298702,2022-11-21,17860,17889,141.43095707400917,stop,98.69570740091831,97.7957074009183,2022
17962,139.396,139.08353121268976,0.31246878731022903,2022-11-25,17961,17968,139.08353121268976,stop,-31.24687873102232,-32.14687873102232,2022
18038,139.392,139.06692379221454,0.3250762077854716,2022-11-30,18037,18042,139.06692379221454,stop,-32.50762077854574,-33.40762077854574,2022
18112,136.32799999999997,135.93319179041808,0.3948082095818891,2022-12-05,18111,18131,136.38676539014747,stop,5.8765390147499375,4.976539014749937,2022
18149,137.414,137.11635311918627,0.29764688081371177,2022-12-07,18148,18157,137.11635311918627,stop,-29.76468808137156,-30.66468808137156,2022
18218,136.86499999999998,136.5833253555518,0.2816746444481598,2022-12-12,18217,18253,136.73885949054755,stop,-12.614050945242639,-13.514050945242639,2022
18297,136.462,136.13529780870962,0.3267021912903724,2022-12-15,18296,18314,137.22030853963219,stop,75.83085396321962,74.93085396321962,2022
18361,137.333,137.07985005605687,0.2531499439431349,2022-12-20,18360,18362,137.07985005605687,stop,-25.314994394312862,-26.21499439431286,2022
18423,132.33599999999998,132.04750450590916,0.2884954940908157,2022-12-22,18422,18456,132.56257293564533,stop,22.657293564535053,21.757293564535054,2022
18467,133.164,132.96600205741709,0.19799794258289544,2022-12-26,18466,18469,132.96600205741709,stop,-19.79979425829015,-20.699794258290147,2022
18489,133.10399999999998,132.92782604827244,0.17617395172754274,2022-12-27,18488,18516,133.63757784971736,stop,53.35778497173749,52.45778497173749,2022
18624,131.30499999999998,130.96679390101144,0.3382060989885464,2023-01-04,18623,18625,130.96679390101144,stop,-33.820609898853604,-34.7206098988536,2023
18640,132.01999999999998,131.60091932990403,0.41908067009596245,2023-01-04,18639,18685,133.47157510448633,stop,145.1575104486352,144.2575104486352,2023
18746,132.398,132.13708683661093,0.2609131633890736,2023-01-11,18745,18749,132.13708683661093,stop,-26.091316338906267,-26.991316338906266,2023
18842,128.81199999999998,128.5271928256891,0.28480717431088953,2023-01-17,18841,18846,128.5271928256891,stop,-28.480717431088465,-29.380717431088463,2023
18867,130.54,130.05950080467355,0.48049919532643093,2023-01-18,18866,18871,130.05950080467355,stop,-48.04991953264448,-48.94991953264448,2023
18914,128.844,128.5630751280848,0.28092487191519283,2023-01-20,18913,18930,129.5297494926448,stop,68.57494926448169,67.67494926448168,2023
18950,130.505,130.18785451320835,0.3171454867916415,2023-01-23,18949,18962,130.18785451320835,stop,-31.714548679164523,-32.61454867916452,2023
18975,131.076,130.77394945867022,0.3020505413297777,2023-01-24,18974,18976,130.092,stop,-98.39999999999804,-99.29999999999805,2023
19025,130.40699999999998,130.07014075458062,0.33685924541937284,2023-01-26,19024,19026,130.07014075458062,stop,-33.685924541936174,-34.58592454193617,2023
19058,130.23399999999998,130.0306726772637,0.2033273227362766,2023-01-30,19057,19059,130.0306726772637,stop,-20.33273227362713,-21.23273227362713,2023
19166,129.951,129.63286705965157,0.3181329403484323,2023-02-03,19165,19203,132.1514060694912,stop,220.04060694912084,219.14060694912084,2023
19249,131.516,131.2761854261898,0.23981457381016602,2023-02-09,19248,19253,131.2761854261898,stop,-23.98145738101789,-24.88145738101789,2023
19274,131.63299999999998,131.36745747173603,0.26554252826394986,2023-02-10,19273,19279,131.36745747173603,stop,-26.554252826394986,-27.454252826394985,2023
19298,131.68599999999998,131.40353156158955,0.2824684384104284,2023-02-13,19297,19320,132.17418708602276,stop,48.81870860227764,47.91870860227764,2023
19335,132.74499999999998,132.3790649448084,0.36593505519157976,2023-02-14,19334,19376,133.66231884650875,stop,91.73188465087776,90.83188465087775,2023
19383,134.357,134.10447896710582,0.25252103289419003,2023-02-16,19382,19384,134.10447896710582,stop,-25.25210328941796,-26.15210328941796,2023
19394,134.641,134.38256496388837,0.2584350361116156,2023-02-17,19393,19407,134.38256496388837,stop,-25.843503611162078,-26.743503611162076,2023
19448,134.593,134.42072495939522,0.1722750406047741,2023-02-21,19447,19465,134.58822364923103,stop,-0.47763507689637663,-1.3776350768963768,2023
19501,134.994,134.84516314934453,0.14883685065546212,2023-02-23,19500,19503,134.84516314934453,stop,-14.88368506554707,-15.78368506554707,2023
19524,135.409,135.17167486651286,0.23732513348712653,2023-02-24,19523,19572,136.687,time,127.800000000002,126.900000000002,2023
19613,136.44699999999997,136.23658716884572,0.21041283115425724,2023-03-02,19612,19617,136.23658716884572,stop,-21.041283115425813,-21.94128311542581,2023
19693,136.17,135.97495611465624,0.19504388534375347,2023-03-07,19692,19715,137.23744307252534,stop,106.74430725253501,105.844307252535,2023
19832,134.881,134.55712581496968,0.323874185030316,2023-03-15,19831,19833,134.55712581496968,stop,-32.387418503031995,-33.287418503031994,2023
19945,132.535,132.26389533581846,0.2711046641815423,2023-03-22,19944,19946,132.26389533581846,stop,-27.110466418153578,-28.010466418153577,2023
20018,130.884,130.62548016290515,0.25851983709482534,2023-03-27,20017,20019,130.62548016290515,stop,-25.85198370948376,-26.75198370948376,2023
20065,131.31699999999998,131.0695705101062,0.24742948989380262,2023-03-29,20064,20095,132.22035539916862,stop,90.3355399168646,89.4355399168646,2023
20099,132.58499999999998,132.35153982166827,0.23346017833170143,2023-03-30,20098,20105,132.35153982166827,stop,-23.346017833171118,-24.246017833171116,2023
20113,133.24599999999998,132.9962740953376,0.24972590466237704,2023-03-31,20112,20114,132.9962740953376,stop,-24.972590466236966,-25.872590466236964,2023
20143,133.595,133.34623803358093,0.2487619664190814,2023-04-03,20142,20145,133.34623803358093,stop,-24.876196641906745,-25.776196641906743,2023
20223,131.76199999999997,131.49797899566917,0.2640210043307987,2023-04-06,20222,20263,132.19688845688373,stop,43.48884568837548,42.58884568837548,2023
20307,133.89499999999998,133.70897014467755,0.1860298553224328,2023-04-12,20306,20308,133.70897014467755,stop,-18.60298553224311,-19.50298553224311,2023
20367,133.46699999999998,133.18889053193638,0.27810946806360526,2023-04-14,20366,20408,134.17802863574187,stop,71.10286357418829,70.20286357418829,2023
20431,134.617,134.45650082847024,0.16049917152975507,2023-04-19,20430,20436,134.51416507618836,stop,-10.283492381162773,-11.183492381162774,2023
20507,134.595,134.40566868934468,0.189331310655332,2023-04-24,20506,20510,134.40566868934468,stop,-18.93313106553194,-19.833131065531937,2023
20577,133.88199999999998,133.67890793865638,0.20309206134358535,2023-04-27,20576,20578,133.67890793865638,stop,-20.30920613435967,-21.20920613435967,2023
20594,134.20299999999997,133.95899083063117,0.24400916936881428,2023-04-28,20593,20595,133.95899083063117,stop,-24.40091693688089,-25.30091693688089,2023
20617,136.67,136.40327133136185,0.2667286686381439,2023-05-01,20616,20654,136.97730904140465,stop,30.730904140466464,29.830904140466465,2023
20725,134.97899999999998,134.7186094107062,0.26039058929378817,2023-05-05,20724,20726,134.7186094107062,stop,-26.039058929379166,-26.939058929379165,2023
20737,134.903,134.71095651383936,0.19204348616063735,2023-05-08,20736,20741,134.71095651383936,stop,-19.204348616062816,-20.104348616062815,2023
20761,135.218,135.04607582757743,0.171924172422574,2023-05-09,20760,20762,135.04607582757743,stop,-17.192417242256397,-18.092417242256396,2023
20790,135.345,135.19581991531305,0.1491800846869425,2023-05-10,20789,20792,135.19581991531305,stop,-14.918008468694666,-15.818008468694666,2023
20839,134.803,134.62397396039236,0.1790260396076384,2023-05-12,20838,20868,135.71648989360637,stop,91.34898936063678,90.44898936063677,2023
20895,136.486,136.3018448643892,0.18415513561077954,2023-05-16,20894,20898,136.3018448643892,stop,-18.415513561078,-19.315513561078,2023
20910,136.79799999999997,136.64573570495335,0.1522642950466318,2023-05-17,20909,20958,138.13393441065725,stop,133.59344106572735,132.69344106572734,2023
20992,138.666,138.4242007872004,0.2417992127995972,2023-05-22,20991,20993,138.4242007872004,stop,-24.17992127996058,-25.07992127996058,2023
21002,138.82,138.60190493155113,0.2180950684488636,2023-05-23,21001,21003,138.60190493155113,stop,-21.809506844886073,-22.70950684488607,2023
21039,138.999,138.7829718746459,0.21602812535407254,2023-05-24,21038,21078,139.67124170251526,stop,67.22417025152652,66.32417025152651,2023
21085,140.083,139.86128400412613,0.22171599587385368,2023-05-26,21084,21101,140.3674947605136,stop,28.44947605136099,27.54947605136099,2023
21127,140.392,140.19089830064158,0.2011016993584275,2023-05-30,21126,21128,140.19089830064158,stop,-20.110169935841782,-21.01016993584178,2023
21210,139.999,139.7491508151826,0.2498491848174194,2023-06-02,21209,21230,139.78831923268893,stop,-21.06807673110609,-21.968076731106088,2023
21280,139.987,139.74066690818725,0.246333091812746,2023-06-07,21279,21292,139.74066690818725,stop,-24.6333091812744,-25.533309181274397,2023
21350,139.67,139.46898993079088,0.201010069209109,2023-06-12,21349,21359,139.46898993079088,stop,-20.101006920910436,-21.001006920910434,2023
21373,139.16199999999998,138.95319392864056,0.20880607135942855,2023-06-13,21372,21396,139.749264987606,stop,58.72649876060336,57.826498760603364,2023
21409,140.37199999999999,140.14171392745385,0.23028607254614133,2023-06-15,21408,21421,140.62580678035994,stop,25.380678035995174,24.480678035995176,2023
21447,141.506,141.18345443391433,0.3225455660856734,2023-06-16,21446,21482,141.70501754242704,stop,19.901754242704328,19.00175424270433,2023
21518,142.259,142.0298089253153,0.2291910746846902,2023-06-21,21517,21519,142.0298089253153,stop,-22.919107468467814,-23.819107468467813,2023
21542,142.301,142.07995432631012,0.2210456736898657,2023-06-22,21541,21576,143.2708866920088,stop,96.98866920087994,96.08866920087993,2023
21609,143.718,143.5432365574839,0.17476344251606726,2023-06-27,21608,21611,143.5432365574839,stop,-17.47634425160811,-18.37634425160811,2023
21632,144.082,143.90555598517193,0.17644401482806193,2023-06-28,21631,21633,143.90555598517193,stop,-17.644401482806416,-18.544401482806414,2023
21655,144.61999999999998,144.44865208923545,0.17134791076453476,2023-06-29,21654,21656,144.349,stop,-27.09999999999866,-27.999999999998657,2023
21673,144.88799999999998,144.70972898515967,0.17827101484031235,2023-06-30,21672,21676,144.70972898515967,stop,-17.82710148403055,-18.72710148403055,2023
21751,144.66899999999998,144.54773591277734,0.12126408722265127,2023-07-05,21750,21752,144.447,stop,-22.199999999998,-23.099999999997998,2023
21926,138.66199999999998,138.35048950694323,0.311510493056732,2023-07-14,21925,21936,138.44923625928573,stop,-21.276374071425153,-22.17637407142515,2023
21950,139.14899999999997,138.84875006412943,0.30024993587054855,2023-07-17,21949,21952,138.84875006412943,stop,-30.024993587053928,-30.924993587053926,2023
21987,139.26,138.98913237229203,0.2708676277079437,2023-07-19,21986,22009,139.2908416516388,stop,3.0841651638809253,2.184165163880925,2023
22023,140.319,140.05087863908372,0.26812136091625505,2023-07-20,22022,22028,140.05087863908372,stop,-26.812136091626826,-27.712136091626824,2023
22040,141.379,141.0979695689334,0.2810304310665876,2023-07-21,22039,22063,141.31305347417293,stop,-6.594652582705862,-7.4946525827058625,2023
22143,141.261,140.95146570825077,0.3095342917492167,2023-07-27,22142,22145,140.95146570825077,stop,-30.95342917492303,-31.85342917492303,2023
22178,141.559,141.13266989737082,0.4263301026291753,2023-07-31,22177,22221,142.80344625832313,stop,124.4446258323137,123.5446258323137,2023
22253,143.702,143.47778420419084,0.22421579580916262,2023-08-03,22252,22254,143.47778420419084,stop,-22.421579580915818,-23.321579580915817,2023
22321,143.01799999999997,142.82924182015043,0.1887581798495345,2023-08-08,22320,22369,143.774,time,75.60000000000286,74.70000000000286,2023
22393,144.82799999999997,144.6551706188273,0.17282938117266364,2023-08-11,22392,22396,144.6551706188273,stop,-17.282938117267577,-18.182938117267575,2023
22417,144.998,144.84996918790034,0.14803081209965116,2023-08-14,22416,22421,144.84996918790034,stop,-14.80308120996483,-15.70308120996483,2023
22441,145.44699999999997,145.29040512359288,0.156594876407088,2023-08-15,22440,22453,145.29040512359288,stop,-15.659487640709813,-16.55948764070981,2023
22477,145.87599999999998,145.7202808141789,0.15571918582107291,2023-08-16,22476,22478,145.7202808141789,stop,-15.571918582108424,-16.471918582108422,2023
22489,146.39999999999998,146.2394552270305,0.16054477296947908,2023-08-17,22488,22495,146.2394552270305,stop,-16.05447729694731,-16.95447729694731,2023
22546,145.77999999999997,145.5974678225604,0.18253217743957523,2023-08-21,22545,22563,145.90378842974346,stop,12.378842974348458,11.478842974348458,2023
22621,145.902,145.70439267093357,0.19760732906640147,2023-08-24,22620,22622,145.70439267093357,stop,-19.760732906641465,-20.660732906641464,2023
22633,146.046,145.8760776923739,0.16992230762607055,2023-08-25,22632,22644,145.8760776923739,stop,-16.992230762608074,-17.892230762608072,2023
22670,146.559,146.40836541512093,0.15063458487908113,2023-08-28,22669,22671,146.40836541512093,stop,-15.063458487907155,-15.963458487907156,2023
22691,146.791,146.65496837468598,0.13603162531402585,2023-08-29,22690,22694,146.71822767201735,stop,-7.277232798264777,-8.177232798264777,2023
22769,146.158,145.8798387530391,0.27816124696087,2023-09-01,22768,22817,147.776,time,161.80000000000234,160.90000000000234,2023
22825,147.78099999999998,147.60540910858305,0.1755908914169448,2023-09-06,22824,22826,147.60540910858305,stop,-17.559089141693107,-18.459089141693106,2023
22849,147.76799999999997,147.59900120985927,0.16899879014069857,2023-09-07,22848,22850,147.59900120985927,stop,-16.899879014070507,-17.799879014070505,2023
22933,147.131,146.94128795584353,0.18971204415646184,2023-09-12,22932,22961,147.20046314622292,stop,6.946314622291538,6.046314622291538,2023
22998,147.41,147.2567137807936,0.15328621920640711,2023-09-15,22997,23021,147.66087869864532,stop,25.08786986453231,24.18786986453231,2023
23047,147.84599999999998,147.74778082189866,0.09821917810131844,2023-09-19,23046,23048,147.645,stop,-20.0999999999965,-20.999999999996497,2023
23070,147.90599999999998,147.80755735916964,0.09844264083033223,2023-09-20,23069,23076,147.8184740492641,stop,-8.752595073588054,-9.652595073588055,2023
23089,148.414,148.25483662202805,0.15916337797193056,2023-09-21,23088,23090,148.25483662202805,stop,-15.916337797193592,-16.81633779719359,2023
23137,148.33999999999997,148.2106127171425,0.129387282857473,2023-09-25,23136,23168,148.76639470937022,stop,42.63947093702427,41.73947093702427,2023
23194,149.18099999999998,149.06798789272779,0.11301210727220357,2023-09-27,23193,23212,149.3284823750878,stop,14.748237508780448,13.848237508780448,2023
23257,149.69199999999998,149.5328375792558,0.15916242074416395,2023-10-02,23256,23294,149.5328375792558,stop,-15.916242074416687,-16.816242074416685,2023
23365,149.42499999999998,149.2463236744,0.17867632559996682,2023-10-06,23364,23366,149.2463236744,stop,-17.867632559998015,-18.767632559998013,2023
23439,149.14399999999998,148.97625235841167,0.167747641588306,2023-10-11,23438,23454,148.97625235841167,stop,-16.774764158830635,-17.674764158830634,2023
23461,149.45499999999998,149.29811791657863,0.15688208342135976,2023-10-12,23460,23484,149.4811929909253,stop,2.619299092532401,1.719299092532401,2023
23533,149.78099999999998,149.6114628799529,0.16953712004707494,2023-10-17,23532,23534,149.6114628799529,stop,-16.953712004706745,-17.853712004706743,2023
23559,149.79199999999997,149.67855345374883,0.113446546251132,2023-10-18,23558,23568,149.67855345374883,stop,-11.344654625114003,-12.244654625114004,2023
23585,149.743,149.6341476869826,0.10885231301740432,2023-10-19,23584,23600,149.65135811237738,stop,-9.16418876226146,-10.06418876226146,2023
23674,149.94299999999998,149.86980031118085,0.07319968881913745,2023-10-25,23673,23681,149.86980031118085,stop,-7.3199688819130415,-8.219968881913042,2023
23691,150.438,150.32952956614983,0.10847043385014409,2023-10-26,23690,23694,150.32952956614983,stop,-10.847043385015809,-11.74704338501581,2023
23764,149.903,149.69638061383284,0.20661938616715073,2023-10-31,23763,23794,151.15565736620977,stop,125.26573662097746,124.36573662097746,2023
23882,150.10399999999998,149.97175900534074,0.13224099465925448,2023-11-07,23881,23930,150.938,time,83.40000000000032,82.50000000000031,2023
23935,150.855,150.72979745099022,0.1252025490097696,2023-11-09,23934,23983,151.745,time,89.00000000000148,88.10000000000147,2023
24056,151.38299999999998,151.2317878747454,0.1512121252545729,2023-11-16,24055,24057,151.2317878747454,stop,-15.121212525457395,-16.021212525457393,2023
24150,148.76199999999997,148.50160035142918,0.2603996485707881,2023-11-22,24149,24170,149.12682854060748,stop,36.48285406075047,35.58285406075047,2023
24193,149.49599999999998,149.3405820655682,0.15541793443176521,2023-11-24,24192,24196,149.3405820655682,stop,-15.541793443176743,-16.441793443176742,2023
24303,148.375,148.06387854654432,0.3111214534556931,2023-11-30,24302,24304,147.833,stop,-54.20000000000016,-55.10000000000016,2023
24387,147.35199999999998,147.12982080694266,0.22217919305731734,2023-12-06,24386,24391,147.12982080694266,stop,-22.21791930573147,-23.11791930573147,2023
24457,145.351,144.9641821283864,0.38681787161359876,2023-12-11,24456,24480,145.7830785799123,stop,43.207857991231435,42.30785799123144,2023
24585,142.38899999999998,142.12925653840378,0.25974346159620326,2023-12-18,24584,24600,142.49147471213033,stop,10.247471213034487,9.347471213034487,2023
24603,143.672,143.37150548698983,0.30049451301016067,2023-12-19,24602,24604,143.37150548698983,stop,-30.04945130101646,-30.94945130101646,2023
24730,142.51199999999997,142.40538085505275,0.10661914494722921,2023-12-26,24729,24731,142.343,stop,-16.899999999998272,-17.79999999999827,2023
24745,142.718,142.57840147642722,0.13959852357277786,2023-12-27,24744,24746,142.57840147642722,stop,-13.959852357277214,-14.859852357277214,2023
24802,141.90699999999998,141.66610162424143,0.24089837575853995,2023-12-29,24801,24803,141.66610162424143,stop,-24.089837575854745,-24.989837575854743,2023
24841,141.15099999999998,141.068353003935,0.08264699606499533,2024-01-02,24840,24854,141.51773739972853,stop,36.673739972854946,35.77373997285495,2024
24872,142.426,142.2166732654478,0.20932673455217093,2024-01-03,24871,24888,142.89725247070908,stop,47.12524707090893,46.22524707090893,2024
