DATE,CONTRACT,SIDE,SIGNAL_TS,ACTIVATION_TS,ENTRY_TS,ENTRY_BID,ENTRY_ASK,ENTRY_SPREAD,ENTRY,STOP,ATR,Z,EXPLAIN,EXIT_TS,EXIT_BID,EXIT_ASK,EXIT_SPREAD,EXIT_REASON,EXIT,PNL_BASE_PTS,PNL_CONSERVATIVE_PTS,PNL_STRESS_PTS,ENTRY_BASE,ENTRY_CONSERVATIVE,ENTRY_STRESS,EXIT_BASE,EXIT_CONSERVATIVE,EXIT_STRESS
2023-07-13,NQU3,LONG,2023-07-13 13:35:00+00:00,2023-07-13 13:40:00+00:00,2023-07-13 13:40:00+00:00,15602.25,15602.75,0.5,"{'BASE': 15602.75, 'CONSERVATIVE': 15603.0, 'STRESS': 15603.25}",15552.25,189.125,1.5757237740924,"O01 LONG entry 15602.75, stop 15552.25, chandelier 15552.12, exit 15706.00 (EOD); paper PnL BASE +102.25 pts",2023-07-13 20:00:00+00:00,15706.0,15706.0,0.0,EOD,"{'BASE': 15706.0, 'CONSERVATIVE': 15705.75, 'STRESS': 15705.5}",102.25,101.75,101.25,15602.75,15603.0,15603.25,15706.0,15705.75,15705.5
2023-07-27,NQU3,LONG,2023-07-27 13:35:00+00:00,2023-07-27 13:40:00+00:00,2023-07-27 13:40:00+00:00,15875.0,15875.5,0.5,"{'BASE': 15875.5, 'CONSERVATIVE': 15875.75, 'STRESS': 15876.0}",15823.0,209.73214285714286,2.5029522426893687,"O01 LONG entry 15875.50, stop 15823.00, chandelier 15694.27, exit 15820.75 (STOP); paper PnL BASE -55.75 pts",2023-07-27 14:24:57+00:00,15820.75,15821.0,0.25,STOP,"{'BASE': 15820.75, 'CONSERVATIVE': 15820.5, 'STRESS': 15820.25}",-55.75,-56.25,-56.75,15875.5,15875.75,15876.0,15820.75,15820.5,15820.25
2023-08-22,NQU3,LONG,2023-08-22 13:35:00+00:00,2023-08-22 13:40:00+00:00,2023-08-22 13:40:00+00:00,15036.5,15037.0,0.5,"{'BASE': 15037.0, 'CONSERVATIVE': 15037.25, 'STRESS': 15037.5}",15032.25,236.98214285714286,1.0486263231776263,"O01 LONG entry 15037.00, stop 15032.25, chandelier n/a, exit 15031.00 (STOP); paper PnL BASE -7.00 pts",2023-08-22 13:40:06+00:00,15031.0,15031.5,0.5,STOP,"{'BASE': 15031.0, 'CONSERVATIVE': 15030.75, 'STRESS': 15030.5}",-7.0,-7.5,-8.0,15037.0,15037.25,15037.5,15031.0,15030.75,15030.5
2023-09-26,NQZ3,SHORT,2023-09-26 13:35:00+00:00,2023-09-26 13:40:00+00:00,2023-09-26 13:40:00+00:00,14837.0,14837.5,0.5,"{'BASE': 14837.0, 'CONSERVATIVE': 14836.75, 'STRESS': 14836.5}",14846.25,214.25,-1.191045486277454,"O01 SHORT entry 14837.00, stop 14846.25, chandelier 14880.50, exit 14708.75 (EOD); paper PnL BASE +127.25 pts",2023-09-26 20:00:00+00:00,14708.75,14708.75,0.0,EOD,"{'BASE': 14708.75, 'CONSERVATIVE': 14709.0, 'STRESS': 14709.25}",127.25,126.75,126.25,14837.0,14836.75,14836.5,14708.75,14709.0,14709.25
2023-09-29,NQZ3,LONG,2023-09-29 13:35:00+00:00,2023-09-29 13:40:00+00:00,2023-09-29 13:40:00+00:00,14996.75,14997.0,0.25,"{'BASE': 14997.0, 'CONSERVATIVE': 14997.25, 'STRESS': 14997.5}",14982.5,226.33928571428572,1.6101958216722676,"O01 LONG entry 14997.00, stop 14982.50, chandelier n/a, exit 14981.50 (STOP); paper PnL BASE -16.50 pts",2023-09-29 13:40:16+00:00,14981.5,14982.0,0.5,STOP,"{'BASE': 14981.5, 'CONSERVATIVE': 14981.25, 'STRESS': 14981.0}",-16.5,-17.0,-17.5,14997.0,14997.25,14997.5,14981.5,14981.25,14981.0
2023-10-25,NQZ3,SHORT,2023-10-25 13:35:00+00:00,2023-10-25 13:40:00+00:00,2023-10-25 13:40:00+00:00,14659.75,14660.25,0.5,"{'BASE': 14659.75, 'CONSERVATIVE': 14659.5, 'STRESS': 14659.25}",14749.25,256.7142857142857,-1.203632697314237,"O01 SHORT entry 14659.75, stop 14749.25, chandelier 14707.96, exit 14476.25 (EOD); paper PnL BASE +182.50 pts",2023-10-25 20:00:00+00:00,14476.25,14476.25,0.0,EOD,"{'BASE': 14476.25, 'CONSERVATIVE': 14476.5, 'STRESS': 14476.75}",182.5,182.0,181.5,14659.75,14659.5,14659.25,14476.25,14476.5,14476.75
2023-12-13,NQH4,LONG,2023-12-13 14:35:00+00:00,2023-12-13 14:40:00+00:00,2023-12-13 14:40:00+00:00,16640.5,16640.75,0.25,"{'BASE': 16640.75, 'CONSERVATIVE': 16641.0, 'STRESS': 16641.25}",16606.0,172.46428571428572,3.2898385005587003,"O01 LONG entry 16640.75, stop 16606.00, chandelier 16477.54, exit 16604.50 (STOP); paper PnL BASE -37.25 pts",2023-12-13 14:56:43+00:00,16604.5,16605.0,0.5,STOP,"{'BASE': 16604.5, 'CONSERVATIVE': 16604.25, 'STRESS': 16604.0}",-37.25,-37.75,-38.25,16640.75,16641.0,16641.25,16604.5,16604.25,16604.0
2024-01-19,NQH4,LONG,2024-01-19 14:35:00+00:00,2024-01-19 14:40:00+00:00,2024-01-19 14:40:00+00:00,17189.5,17190.0,0.5,"{'BASE': 17190.0, 'CONSERVATIVE': 17190.25, 'STRESS': 17190.5}",17166.25,214.26785714285714,1.0571129359867122,"O01 LONG entry 17190.00, stop 17166.25, chandelier 17233.73, exit 17442.50 (EOD); paper PnL BASE +251.50 pts",2024-01-19 21:00:00+00:00,17442.5,17442.5,0.0,EOD,"{'BASE': 17442.5, 'CONSERVATIVE': 17442.25, 'STRESS': 17442.0}",251.5,251.0,250.5,17190.0,17190.25,17190.5,17442.5,17442.25,17442.0
2024-01-24,NQH4,LONG,2024-01-24 14:35:00+00:00,2024-01-24 14:40:00+00:00,2024-01-24 14:40:00+00:00,17638.25,17638.75,0.5,"{'BASE': 17638.75, 'CONSERVATIVE': 17639.0, 'STRESS': 17639.25}",17637.5,203.85714285714286,2.0566350390305375,"O01 LONG entry 17638.75, stop 17637.50, chandelier n/a, exit 17637.50 (STOP); paper PnL BASE -2.25 pts",2024-01-24 14:40:06+00:00,17637.5,17638.0,0.5,STOP,"{'BASE': 17637.5, 'CONSERVATIVE': 17637.25, 'STRESS': 17637.0}",-2.25,-2.75,-3.25,17638.75,17639.0,17639.25,17637.5,17637.25,17637.0
2024-02-22,NQH4,LONG,2024-02-22 14:35:00+00:00,2024-02-22 14:40:00+00:00,2024-02-22 14:40:00+00:00,17892.5,17893.0,0.5,"{'BASE': 17893.0, 'CONSERVATIVE': 17893.25, 'STRESS': 17893.5}",17864.0,218.32142857142858,3.4288273519302095,"O01 LONG entry 17893.00, stop 17864.00, chandelier 17868.68, exit 18044.75 (EOD); paper PnL BASE +150.75 pts",2024-02-22 21:00:00+00:00,18044.75,18044.75,0.0,EOD,"{'BASE': 18044.75, 'CONSERVATIVE': 18044.5, 'STRESS': 18044.25}",150.75,150.25,149.75,17893.0,17893.25,17893.5,18044.75,18044.5,18044.25
2024-03-13,NQM4,LONG,2024-03-13 13:35:00+00:00,2024-03-13 13:40:00+00:00,2024-03-13 13:40:00+00:00,18390.0,18390.25,0.25,"{'BASE': 18390.25, 'CONSERVATIVE': 18390.5, 'STRESS': 18390.75}",18377.5,255.51785714285714,1.392769858077714,"O01 LONG entry 18390.25, stop 18377.50, chandelier n/a, exit 18377.25 (STOP); paper PnL BASE -14.00 pts",2024-03-13 13:40:47+00:00,18377.25,18378.25,1.0,STOP,"{'BASE': 18377.25, 'CONSERVATIVE': 18377.0, 'STRESS': 18376.75}",-14.0,-14.5,-15.0,18390.25,18390.5,18390.75,18377.25,18377.0,18376.75
2024-04-15,NQM4,LONG,2024-04-15 13:35:00+00:00,2024-04-15 13:40:00+00:00,2024-04-15 13:40:00+00:00,18290.75,18291.25,0.5,"{'BASE': 18291.25, 'CONSERVATIVE': 18291.5, 'STRESS': 18291.75}",18260.75,249.19642857142858,1.151875474458516,"O01 LONG entry 18291.25, stop 18260.75, chandelier 18077.05, exit 18258.50 (STOP); paper PnL BASE -33.75 pts",2024-04-15 14:08:14+00:00,18258.5,18259.0,0.5,STOP,"{'BASE': 18258.5, 'CONSERVATIVE': 18258.25, 'STRESS': 18258.0}",-33.75,-34.25,-34.75,18291.25,18291.5,18291.75,18258.5,18258.25,18258.0
2024-05-02,NQM4,LONG,2024-05-02 13:35:00+00:00,2024-05-02 13:40:00+00:00,2024-05-02 13:40:00+00:00,17530.5,17531.0,0.5,"{'BASE': 17531.0, 'CONSERVATIVE': 17531.25, 'STRESS': 17531.5}",17518.0,317.2857142857143,1.081506657367709,"O01 LONG entry 17531.00, stop 17518.00, chandelier n/a, exit 17517.25 (STOP); paper PnL BASE -14.75 pts",2024-05-02 13:40:06+00:00,17517.25,17517.75,0.5,STOP,"{'BASE': 17517.25, 'CONSERVATIVE': 17517.0, 'STRESS': 17516.75}",-14.75,-15.25,-15.75,17531.0,17531.25,17531.5,17517.25,17517.0,17516.75
2024-06-19,NQU4,LONG,2024-06-19 13:35:00+00:00,2024-06-19 13:40:00+00:00,2024-06-19 13:40:00+00:00,20241.5,20241.75,0.25,"{'BASE': 20241.75, 'CONSERVATIVE': 20242.0, 'STRESS': 20242.25}",20235.25,237.05357142857142,3.1405329545382092,"O01 LONG entry 20241.75, stop 20235.25, chandelier 20010.70, exit 20235.25 (STOP); paper PnL BASE -7.50 pts",2024-06-19 14:27:08+00:00,20235.25,20235.75,0.5,STOP,"{'BASE': 20235.25, 'CONSERVATIVE': 20235.0, 'STRESS': 20234.75}",-7.5,-8.0,-8.5,20241.75,20242.0,20242.25,20235.25,20235.0,20234.75
2024-07-17,NQU4,SHORT,2024-07-17 13:35:00+00:00,2024-07-17 13:40:00+00:00,2024-07-17 13:40:00+00:00,20236.5,20237.25,0.75,"{'BASE': 20236.5, 'CONSERVATIVE': 20236.25, 'STRESS': 20236.0}",20281.5,246.17857142857142,-4.379152378118888,"O01 SHORT entry 20236.50, stop 20281.50, chandelier 20233.93, exit 19992.00 (EOD); paper PnL BASE +243.50 pts",2024-07-17 20:00:00+00:00,19992.0,19992.0,0.0,EOD,"{'BASE': 19992.0, 'CONSERVATIVE': 19992.25, 'STRESS': 19992.5}",243.5,243.0,242.5,20236.5,20236.25,20236.0,19992.0,19992.25,19992.5
2024-07-26,NQU4,LONG,2024-07-26 13:35:00+00:00,2024-07-26 13:40:00+00:00,2024-07-26 13:40:00+00:00,19129.5,19130.25,0.75,"{'BASE': 19130.25, 'CONSERVATIVE': 19130.5, 'STRESS': 19130.75}",19088.25,353.32142857142856,1.4296217095537198,"O01 LONG entry 19130.25, stop 19088.25, chandelier n/a, exit 19086.00 (STOP); paper PnL BASE -45.25 pts",2024-07-26 13:42:07+00:00,19086.0,19086.75,0.75,STOP,"{'BASE': 19086.0, 'CONSERVATIVE': 19085.75, 'STRESS': 19085.5}",-45.25,-45.75,-46.25,19130.25,19130.5,19130.75,19086.0,19085.75,19085.5
2024-07-31,NQU4,LONG,2024-07-31 13:35:00+00:00,2024-07-31 13:40:00+00:00,2024-07-31 13:40:00+00:00,19361.25,19361.75,0.5,"{'BASE': 19361.75, 'CONSERVATIVE': 19362.0, 'STRESS': 19362.25}",19310.75,395.76785714285717,3.2615222883501906,"O01 LONG entry 19361.75, stop 19310.75, chandelier 19177.48, exit 19497.50 (EOD); paper PnL BASE +134.75 pts",2024-07-31 20:00:00+00:00,19497.5,19497.5,0.0,EOD,"{'BASE': 19497.5, 'CONSERVATIVE': 19497.25, 'STRESS': 19497.0}",134.75,134.25,133.75,19361.75,19362.0,19362.25,19497.5,19497.25,19497.0
2024-09-09,NQU4,LONG,2024-09-09 13:35:00+00:00,2024-09-09 13:40:00+00:00,2024-09-09 13:40:00+00:00,18659.25,18659.75,0.5,"{'BASE': 18659.75, 'CONSERVATIVE': 18660.0, 'STRESS': 18660.25}",18604.75,334.9107142857143,1.458539672035781,"O01 LONG entry 18659.75, stop 18604.75, chandelier 18385.84, exit 18599.50 (STOP); paper PnL BASE -61.25 pts",2024-09-09 14:30:18+00:00,18599.5,18600.25,0.75,STOP,"{'BASE': 18599.5, 'CONSERVATIVE': 18599.25, 'STRESS': 18599.0}",-61.25,-61.75,-62.25,18659.75,18660.0,18660.25,18599.5,18599.25,18599.0
2024-09-17,NQU4,LONG,2024-09-17 13:35:00+00:00,2024-09-17 13:40:00+00:00,2024-09-17 13:40:00+00:00,19544.5,19545.0,0.5,"{'BASE': 19545.0, 'CONSERVATIVE': 19545.25, 'STRESS': 19545.5}",19522.5,354.1607142857143,1.1954605647986516,"O01 LONG entry 19545.00, stop 19522.50, chandelier 19213.09, exit 19520.00 (STOP); paper PnL BASE -26.00 pts",2024-09-17 13:49:55+00:00,19520.0,19521.0,1.0,STOP,"{'BASE': 19520.0, 'CONSERVATIVE': 19519.75, 'STRESS': 19519.5}",-26.0,-26.5,-27.0,19545.0,19545.25,19545.5,19520.0,19519.75,19519.5
2024-09-18,NQZ4,LONG,2024-09-18 13:35:00+00:00,2024-09-18 13:40:00+00:00,2024-09-18 13:40:00+00:00,19679.25,19679.75,0.5,"{'BASE': 19679.75, 'CONSERVATIVE': 19680.0, 'STRESS': 19680.25}",19669.25,346.76785714285717,2.6970579574755846,"O01 LONG entry 19679.75, stop 19669.25, chandelier 19364.48, exit 19668.75 (STOP); paper PnL BASE -12.00 pts",2024-09-18 13:50:28+00:00,19668.75,19669.5,0.75,STOP,"{'BASE': 19668.75, 'CONSERVATIVE': 19668.5, 'STRESS': 19668.25}",-12.0,-12.5,-13.0,19679.75,19680.0,19680.25,19668.75,19668.5,19668.25
2024-09-19,NQZ4,LONG,2024-09-19 13:35:00+00:00,2024-09-19 13:40:00+00:00,2024-09-19 13:40:00+00:00,20050.25,20050.75,0.5,"{'BASE': 20050.75, 'CONSERVATIVE': 20051.0, 'STRESS': 20051.25}",20003.75,353.82142857142856,3.7269762858140587,"O01 LONG entry 20050.75, stop 20003.75, chandelier 19719.18, exit 19992.75 (STOP); paper PnL BASE -59.00 pts",2024-09-19 13:50:09+00:00,19992.75,19993.5,0.75,STOP,"{'BASE': 19992.75, 'CONSERVATIVE': 19992.5, 'STRESS': 19992.25}",-59.0,-59.5,-60.0,20050.75,20051.0,20051.25,19992.75,19992.5,19992.25
2024-09-26,NQZ4,LONG,2024-09-26 13:35:00+00:00,2024-09-26 13:40:00+00:00,2024-09-26 13:40:00+00:00,20445.5,20446.0,0.5,"{'BASE': 20446.0, 'CONSERVATIVE': 20446.25, 'STRESS': 20446.5}",20424.0,331.14285714285717,1.695200640266307,"O01 LONG entry 20446.00, stop 20424.00, chandelier n/a, exit 20424.00 (STOP); paper PnL BASE -23.00 pts",2024-09-26 13:40:37+00:00,20424.0,20424.5,0.5,STOP,"{'BASE': 20424.0, 'CONSERVATIVE': 20423.75, 'STRESS': 20423.5}",-23.0,-23.5,-24.0,20446.0,20446.25,20446.5,20424.0,20423.75,20423.5
2024-10-17,NQZ4,LONG,2024-10-17 13:35:00+00:00,2024-10-17 13:40:00+00:00,2024-10-17 13:40:00+00:00,20433.0,20433.5,0.5,"{'BASE': 20433.5, 'CONSERVATIVE': 20433.75, 'STRESS': 20434.0}",20402.75,263.625,1.2330936951677558,"O01 LONG entry 20433.50, stop 20402.75, chandelier 20241.12, exit 20394.25 (STOP); paper PnL BASE -40.25 pts",2024-10-17 14:01:57+00:00,20394.25,20395.0,0.75,STOP,"{'BASE': 20394.25, 'CONSERVATIVE': 20394.0, 'STRESS': 20393.75}",-40.25,-40.75,-41.25,20433.5,20433.75,20434.0,20394.25,20394.0,20393.75
2024-10-24,NQZ4,LONG,2024-10-24 13:35:00+00:00,2024-10-24 13:40:00+00:00,2024-10-24 13:40:00+00:00,20347.75,20348.25,0.5,"{'BASE': 20348.25, 'CONSERVATIVE': 20348.5, 'STRESS': 20348.75}",20311.75,257.48214285714283,1.085845788312209,"O01 LONG entry 20348.25, stop 20311.75, chandelier 20102.52, exit 20309.75 (STOP); paper PnL BASE -39.50 pts",2024-10-24 13:47:03+00:00,20309.75,20310.25,0.5,STOP,"{'BASE': 20309.75, 'CONSERVATIVE': 20309.5, 'STRESS': 20309.25}",-39.5,-40.0,-40.5,20348.25,20348.5,20348.75,20309.75,20309.5,20309.25
2024-11-06,NQZ4,LONG,2024-11-06 14:35:00+00:00,2024-11-06 14:40:00+00:00,2024-11-06 14:40:00+00:00,20793.0,20793.5,0.5,"{'BASE': 20793.5, 'CONSERVATIVE': 20793.75, 'STRESS': 20794.0}",20670.0,268.5,3.1785603778709204,"O01 LONG entry 20793.50, stop 20670.00, chandelier 20536.75, exit 20663.00 (STOP); paper PnL BASE -131.50 pts",2024-11-06 14:49:42+00:00,20663.0,20663.75,0.75,STOP,"{'BASE': 20663.0, 'CONSERVATIVE': 20662.75, 'STRESS': 20662.5}",-131.5,-132.0,-132.5,20793.5,20793.75,20794.0,20663.0,20662.75,20662.5
2024-11-15,NQZ4,SHORT,2024-11-15 14:35:00+00:00,2024-11-15 14:40:00+00:00,2024-11-15 14:40:00+00:00,20699.5,20700.25,0.75,"{'BASE': 20699.5, 'CONSERVATIVE': 20699.25, 'STRESS': 20699.0}",20773.75,271.625,-2.3542517988640506,"O01 SHORT entry 20699.50, stop 20773.75, chandelier 20676.88, exit 20491.50 (EOD); paper PnL BASE +207.00 pts",2024-11-15 21:00:00+00:00,20491.5,20491.5,0.0,EOD,"{'BASE': 20491.5, 'CONSERVATIVE': 20491.75, 'STRESS': 20492.0}",207.0,206.5,206.0,20699.5,20699.25,20699.0,20491.5,20491.75,20492.0
2024-12-19,NQH5,LONG,2024-12-19 14:35:00+00:00,2024-12-19 14:40:00+00:00,2024-12-19 14:40:00+00:00,21610.75,21611.5,0.75,"{'BASE': 21611.5, 'CONSERVATIVE': 21611.75, 'STRESS': 21612.0}",21568.0,282.125,4.868948842458533,"O01 LONG entry 21611.50, stop 21568.00, chandelier 21391.88, exit 21566.00 (STOP); paper PnL BASE -46.50 pts",2024-12-19 14:54:57+00:00,21566.0,21567.0,1.0,STOP,"{'BASE': 21566.0, 'CONSERVATIVE': 21565.75, 'STRESS': 21565.5}",-46.5,-47.0,-47.5,21611.5,21611.75,21612.0,21566.0,21565.75,21565.5
2025-01-13,NQH5,SHORT,2025-01-13 14:35:00+00:00,2025-01-13 14:40:00+00:00,2025-01-13 14:40:00+00:00,20725.25,20726.0,0.75,"{'BASE': 20725.25, 'CONSERVATIVE': 20725.0, 'STRESS': 20724.75}",20785.5,408.4642857142857,-1.6408433878670141,"O01 SHORT entry 20725.25, stop 20785.50, chandelier 21110.46, exit 20787.75 (STOP); paper PnL BASE -63.50 pts",2025-01-13 14:53:28+00:00,20787.0,20787.75,0.75,STOP,"{'BASE': 20787.75, 'CONSERVATIVE': 20788.0, 'STRESS': 20788.25}",-63.5,-64.0,-64.5,20725.25,20725.0,20724.75,20787.75,20788.0,20788.25
2025-02-03,NQH5,SHORT,2025-02-03 14:35:00+00:00,2025-02-03 14:40:00+00:00,2025-02-03 14:40:00+00:00,21307.0,21307.5,0.5,"{'BASE': 21307.0, 'CONSERVATIVE': 21306.75, 'STRESS': 21306.5}",21314.5,361.32142857142856,-1.6400983564510525,"O01 SHORT entry 21307.00, stop 21314.50, chandelier 21474.57, exit 21324.50 (STOP); paper PnL BASE -18.50 pts",2025-02-03 15:24:36+00:00,21323.5,21324.5,1.0,STOP,"{'BASE': 21324.5, 'CONSERVATIVE': 21324.75, 'STRESS': 21325.0}",-18.5,-19.0,-19.5,21307.0,21306.75,21306.5,21324.5,21324.75,21325.0
2025-02-27,NQH5,LONG,2025-02-27 14:35:00+00:00,2025-02-27 14:40:00+00:00,2025-02-27 14:40:00+00:00,21308.0,21308.75,0.75,"{'BASE': 21308.75, 'CONSERVATIVE': 21309.0, 'STRESS': 21309.25}",21301.25,289.14285714285717,1.2314435581006673,"O01 LONG entry 21308.75, stop 21301.25, chandelier n/a, exit 21299.75 (STOP); paper PnL BASE -10.00 pts",2025-02-27 14:40:03+00:00,21299.75,21300.5,0.75,STOP,"{'BASE': 21299.75, 'CONSERVATIVE': 21299.5, 'STRESS': 21299.25}",-10.0,-10.5,-11.0,21308.75,21309.0,21309.25,21299.75,21299.5,21299.25
2025-04-10,NQM5,SHORT,2025-04-10 13:35:00+00:00,2025-04-10 13:40:00+00:00,2025-04-10 13:40:00+00:00,18794.25,18796.5,2.25,"{'BASE': 18794.25, 'CONSERVATIVE': 18794.0, 'STRESS': 18793.75}",18871.5,799.9464285714286,-1.1700587894574441,"O01 SHORT entry 18794.25, stop 18871.50, chandelier 18718.95, exit 18483.00 (EOD); paper PnL BASE +310.25 pts",2025-04-10 20:00:00+00:00,18483.0,18483.0,0.0,EOD,"{'BASE': 18483.0, 'CONSERVATIVE': 18483.25, 'STRESS': 18483.5}",310.25,309.75,309.25,18794.25,18794.0,18793.75,18483.0,18483.25,18483.5
2025-04-22,NQM5,LONG,2025-04-22 13:35:00+00:00,2025-04-22 13:40:00+00:00,2025-04-22 13:40:00+00:00,18152.75,18153.5,0.75,"{'BASE': 18153.5, 'CONSERVATIVE': 18153.75, 'STRESS': 18154.0}",18100.5,891.9107142857143,1.0466825559460635,"O01 LONG entry 18153.50, stop 18100.50, chandelier 17622.09, exit 18380.00 (EOD); paper PnL BASE +225.50 pts",2025-04-22 20:00:00+00:00,18380.0,18380.0,0.0,EOD,"{'BASE': 18380.0, 'CONSERVATIVE': 18379.75, 'STRESS': 18379.5}",225.5,225.0,224.5,18153.5,18153.75,18154.0,18380.0,18379.75,18379.5
2025-05-01,NQM5,LONG,2025-05-01 13:35:00+00:00,2025-05-01 13:40:00+00:00,2025-05-01 13:40:00+00:00,19910.5,19911.5,1.0,"{'BASE': 19911.5, 'CONSERVATIVE': 19911.75, 'STRESS': 19912.0}",19903.0,531.25,1.046700850570889,"O01 LONG entry 19911.50, stop 19903.00, chandelier n/a, exit 19902.75 (STOP); paper PnL BASE -9.75 pts",2025-05-01 13:40:07+00:00,19902.75,19903.5,0.75,STOP,"{'BASE': 19902.75, 'CONSERVATIVE': 19902.5, 'STRESS': 19902.25}",-9.75,-10.25,-10.75,19911.5,19911.75,19912.0,19902.75,19902.5,19902.25
2025-05-12,NQM5,LONG,2025-05-12 13:35:00+00:00,2025-05-12 13:40:00+00:00,2025-05-12 13:40:00+00:00,20786.25,20786.75,0.5,"{'BASE': 20786.75, 'CONSERVATIVE': 20787.0, 'STRESS': 20787.25}",20766.75,414.42857142857144,2.7928905957507477,"O01 LONG entry 20786.75, stop 20766.75, chandelier n/a, exit 20756.00 (STOP); paper PnL BASE -31.75 pts",2025-05-12 13:42:07+00:00,20756.0,20756.75,0.75,STOP,"{'BASE': 20756.0, 'CONSERVATIVE': 20755.75, 'STRESS': 20755.5}",-31.75,-32.25,-32.75,20786.75,20787.0,20787.25,20756.0,20755.75,20755.5
2025-05-19,NQM5,SHORT,2025-05-19 13:35:00+00:00,2025-05-19 13:40:00+00:00,2025-05-19 13:40:00+00:00,21304.5,21305.25,0.75,"{'BASE': 21304.5, 'CONSERVATIVE': 21304.25, 'STRESS': 21304.0}",21312.0,366.67857142857144,-1.27646913617698,"O01 SHORT entry 21304.50, stop 21312.00, chandelier n/a, exit 21313.75 (STOP); paper PnL BASE -10.25 pts",2025-05-19 13:40:07+00:00,21313.0,21313.75,0.75,STOP,"{'BASE': 21313.75, 'CONSERVATIVE': 21314.0, 'STRESS': 21314.25}",-10.25,-10.75,-11.25,21304.5,21304.25,21304.0,21313.75,21314.0,21314.25
2025-05-26,NQM5,LONG,2025-05-26 13:35:00+00:00,2025-05-26 13:40:00+00:00,2025-05-26 13:40:00+00:00,21297.5,21298.25,0.75,"{'BASE': 21298.25, 'CONSERVATIVE': 21298.5, 'STRESS': 21298.75}",21258.75,341.875,1.0386343763773076,"O01 LONG entry 21298.25, stop 21258.75, chandelier 20962.38, exit 21258.75 (STOP); paper PnL BASE -40.50 pts",2025-05-26 14:30:46+00:00,21258.75,21259.5,0.75,STOP,"{'BASE': 21258.75, 'CONSERVATIVE': 21258.5, 'STRESS': 21258.25}",-40.5,-41.0,-41.5,21298.25,21298.5,21298.75,21258.75,21258.5,21258.25
2025-06-13,NQM5,SHORT,2025-06-13 13:35:00+00:00,2025-06-13 13:40:00+00:00,2025-06-13 13:40:00+00:00,21782.0,21783.0,1.0,"{'BASE': 21782.0, 'CONSERVATIVE': 21781.75, 'STRESS': 21781.5}",21788.0,274.80357142857144,-1.556214084440255,"O01 SHORT entry 21782.00, stop 21788.00, chandelier 22011.05, exit 21792.00 (STOP); paper PnL BASE -11.00 pts",2025-06-13 13:51:09+00:00,21791.25,21792.0,0.75,STOP,"{'BASE': 21792.0, 'CONSERVATIVE': 21792.25, 'STRESS': 21792.5}",-11.0,-11.5,-12.0,21782.0,21781.75,21781.5,21792.0,21792.25,21792.5
2025-06-18,NQU5,LONG,2025-06-18 13:35:00+00:00,2025-06-18 13:40:00+00:00,2025-06-18 13:40:00+00:00,21962.0,21962.75,0.75,"{'BASE': 21962.75, 'CONSERVATIVE': 21963.0, 'STRESS': 21963.25}",21926.25,282.19642857142856,1.605805415832356,"O01 LONG entry 21962.75, stop 21926.25, chandelier 21815.55, exit 21919.75 (STOP); paper PnL BASE -44.00 pts",2025-06-18 18:57:09+00:00,21919.75,21920.5,0.75,STOP,"{'BASE': 21919.75, 'CONSERVATIVE': 21919.5, 'STRESS': 21919.25}",-44.0,-44.5,-45.0,21962.75,21963.0,21963.25,21919.75,21919.5,21919.25
2025-06-24,NQU5,LONG,2025-06-24 13:35:00+00:00,2025-06-24 13:40:00+00:00,2025-06-24 13:40:00+00:00,22300.25,22301.0,0.75,"{'BASE': 22301.0, 'CONSERVATIVE': 22301.25, 'STRESS': 22301.5}",22260.0,286.7857142857143,1.0934298631732537,"O01 LONG entry 22301.00, stop 22260.00, chandelier 22161.46, exit 22406.00 (EOD); paper PnL BASE +104.00 pts",2025-06-24 20:00:00+00:00,22406.0,22406.0,0.0,EOD,"{'BASE': 22406.0, 'CONSERVATIVE': 22405.75, 'STRESS': 22405.5}",104.0,103.5,103.0,22301.0,22301.25,22301.5,22406.0,22405.75,22405.5
2025-07-04,NQU5,SHORT,2025-07-04 13:35:00+00:00,2025-07-04 13:40:00+00:00,2025-07-04 13:40:00+00:00,22897.0,22897.75,0.75,"{'BASE': 22897.0, 'CONSERVATIVE': 22896.75, 'STRESS': 22896.5}",22924.0,276.80357142857144,-1.233963220123949,"O01 SHORT entry 22897.00, stop 22924.00, chandelier n/a, exit 22924.25 (STOP); paper PnL BASE -28.25 pts",2025-07-04 13:42:26+00:00,22923.25,22924.25,1.0,STOP,"{'BASE': 22924.25, 'CONSERVATIVE': 22924.5, 'STRESS': 22924.75}",-28.25,-28.75,-29.25,22897.0,22896.75,22896.5,22924.25,22924.5,22924.75
2025-07-29,NQU5,LONG,2025-07-29 13:35:00+00:00,2025-07-29 13:40:00+00:00,2025-07-29 13:40:00+00:00,23645.5,23646.0,0.5,"{'BASE': 23646.0, 'CONSERVATIVE': 23646.25, 'STRESS': 23646.5}",23592.0,185.375,1.2321925480462526,"O01 LONG entry 23646.00, stop 23592.00, chandelier 23464.12, exit 23590.00 (STOP); paper PnL BASE -57.00 pts",2025-07-29 13:49:29+00:00,23590.0,23590.5,0.5,STOP,"{'BASE': 23590.0, 'CONSERVATIVE': 23589.75, 'STRESS': 23589.5}",-57.0,-57.5,-58.0,23646.0,23646.25,23646.5,23590.0,23589.75,23589.5
